source,title,description,content,url,image,author,published_at
newsapi,Clara Brugada encabeza primer simulacro metropolitano; CDMX y Edomex coordinan respuesta ante sismo,"El ejercicio integra de manera inédita el sistema de alerta sísmica directamente en dispositivos móviles, complementando la red de altavoces en lo que representa el primero de tres simulacros programados para este año.","La Jefa de Gobierno, Clara Brugada Molina, supervisó el inicio del Primer Simulacro Metropolitano 2026, un ejercicio preventivo de gran escala que, por primera ocasión, coordina esfuerzos institucion… [+1662 chars]",https://www.elfinanciero.com.mx/cdmx/2026/02/18/clara-brugada-encabeza-primer-simulacro-metropolitano-cdmx-y-edomex-coordinan-respuesta-ante-sismo/,https://www.elfinanciero.com.mx/resizer/v2/JMKOGP6KPNBC3K7OHTWCRMYT64.jpeg?smart=true&auth=53fc65491ff88b0619d2fe04f388f938906daa4ddfb5d3edda38ca40fa3f5cc2&width=1200&height=630,Redacción,2026-02-18T23:56:33Z
newsapi,"España es la segunda plataforma global para la expansión de empresas latinoamericanas, según estudio","España se posiciona como la segunda plataforma global para la expansión de empresas latinoamericanas, según un estudio basado en el análisis de 54 millones de datos empresariales.España está reforzando su papel como nodo estratégico en la internacionalización…","España está reforzando su papel como nodo estratégico en la internacionalización de empresas latinoamericanas. Así lo planteó el estudio España, el trampolín de las empresas latinoamericanas en el mu… [+6448 chars]",https://es.cointelegraph.com/news/espana-es-la-segunda-plataforma-global-para-la-expansion-de-empresas-latinoamericanas-segun-estudio-de-ceapi,"https://images.cointelegraph.com/cdn-cgi/image/f=auto,onerror=redirect,w=1200/https://s3.cointelegraph.com/uploads/2026-02/019c732d-8ca1-7982-9fe6-0cc5e16b571a.jpg",Kevin Rivera,2026-02-18T23:56:09Z
newsapi,"Una vez más, CDMX y Edomex ‘la libran’: Hoy No Circula del jueves 19 de febrero",El Hoy no Circula para la CDMX y el Edomex entra en vigor a las 5:00 y termina a las 22:00 horas; tiene como objetivo disminuir la contaminación del aire.,"Luego de que la Ciudad de México tuviera varios días de Doble Hoy No Circula, todo vuelve a la normalidad, aunque se reportó mala calidad del aire el miércoles 18 de febrero.
Al corte de las 17:00 h… [+2960 chars]",https://www.elfinanciero.com.mx/cdmx/2026/02/18/una-vez-mas-cdmx-y-edomex-la-libran-hoy-no-circula-del-jueves-19-de-febrero/,https://www.elfinanciero.com.mx/resizer/v2/I7SZUWS4ZZEYTH7TJ3KYND2BUI.jpeg?smart=true&auth=8fe12fe9a260fc27e29a669cddaff102ddbcd9b3fbb55d9065bee22c4d8873fc&width=1200&height=630,Redacción,2026-02-18T23:52:16Z
newsapi,Hallan fosa clandestina con varios cuerpos en México que llevaba años sin ser descubierta,,"La Fiscalía General del Estado de Tabasco informó este miércoles del hallazgo de una fosa clandestina con seis cuerpos en un predio del municipio de Paraíso, en el sureste del país. El descubrimiento… [+615 chars]",https://actualidad.rt.com/actualidad/587813-hallan-fosa-clandestina-seis-cuerpos,https://mfes.b37m.ru/actualidad/public_images/2026.02/original/69964ffde9ff7133685a86f8.jpg,"RT en Español
 , RT en Español",2026-02-18T23:49:17Z
newsapi,Sueño europeo roto: Claudia Cid denuncia abandono de su club tras grave lesión,"La historia de Claudia Cid, ex futbolista de la Liga MX Femenil, pasó de ser el reflejo de un sueño cumplido a convertirse en una denuncia pública sobre la vulnerabilidad que pueden enfrentar las jugadoras o jugadores que emigran al extranjero. La mexicana de…","La historia de Claudia Cid, ex futbolista de la Liga MX Femenil, pasó de ser el reflejo de un sueño cumplido a convertirse en una denuncia pública sobre la vulnerabilidad que pueden enfrentar las jug… [+3662 chars]",https://www.milenio.com/deportes/futbol-internacional/claudia-cid-denuncia-abandono-de-su-club-tras-grave-lesion,https://cdn.milenio.com/uploads/media/2026/02/18/sueno-europeo-roto-claudia-cid.jpg,Minelli Atayde Zarco,2026-02-18T23:49:00Z
newsapi,"Asistencia consular en casos penales, solo para mexicanos detenidos en el extranjero, no para testigos: Corte","La Suprema Corte de Justicia de la Nación (SCJN) determinó que la asistencia consular en casos penales solo opera para los mexicanos detenidos en el extranjero, pero no para los que declaran en calidad de testigos.El pronunciamiento de la Corte derivó de un a…","La Suprema Corte de Justicia de la Nación (SCJN) determinó que la asistencia consular en casos penales solo opera para los mexicanos detenidos en el extranjero, pero no para los que declaran en calid… [+2534 chars]",https://www.milenio.com/policia/asistencia-consular-penal-para-mexicanos-detenidos-no-testigos-corte,https://cdn.milenio.com/uploads/media/2026/02/18/sesion-pleno-suprema-corte-justicia.jpg,Rubén Mosso,2026-02-18T23:46:00Z
newsapi,"México, interesado en mantener el pacto trilateral: ministro canadiense tras reunión con Ebrard","El ministro del gobierno canadiense que representará a Ottawa en la revisión del ⁠tratado comercial de Norteamérica (T-MEC) dijo que México está interesado en mantener el pacto trilateral entre Canadá, Estados Unidos y México, que se revisará este año.""Me tra…",El ministro del gobierno canadiense que representará a Ottawa en la revisión del tratado comercial de Norteamérica (T-MEC) dijo que México está interesado en mantener el pacto trilateral entre Canadá… [+608 chars],https://www.milenio.com/negocios/canada-mexico-buscan-trilateral-revision-t-mec,https://cdn.milenio.com/uploads/media/2025/09/22/morena-invita-participar-consulta-t.jpeg,Agencia Reuters,2026-02-18T23:45:00Z
newsapi,"Bastian Escobar, el actor mexicano de 9 años que sorprende en el Festival de Cine de Berlín","Moscas, la nueva película de Fernando Eimbcke (Temporada de patos), se presentó este miércoles en el Festival Internacional de Cine de Berlín, sorprendiendo por nivel actoral y carisma de uno de sus protagonistas: Bastian Escobar, quien solo tiene nueve añosD…","Moscas, la nueva película de Fernando Eimbcke (Temporada de patos), se presentó este miércoles en el Festival Internacional de Cine de Berlín, sorprendiendo por nivel actoral y carisma de uno de sus … [+3267 chars]",https://www.milenio.com/espectaculos/cine/bastian-escobar-nino-actor-deslumbra-berlinale-2026,https://cdn.milenio.com/uploads/media/2026/02/18/bastian-director-cinta-fernando-eimbcke.jpg,Milenio Entretenimiento,2026-02-18T23:45:00Z
newsapi,"Twenty One Pilots sorprendió al lanzar oficialmente su sencillo ""Drag Path"" tras varias filtraciones en redes","Hasta hoy, esta canción solo se podía encontrar en ""Breach: Digital Remains"", la edición limitada que expandía su álbum ""Breach"". Leer más","Twenty One Pilots sorprendió a sus fieles seguidores este miércoles 18 de febrero al lanzar ""Drag Path"", que llega a plataformas oficiales tras viralizarse por sus filtraciones. Recordemos que hasta … [+1381 chars]",https://exitoina.perfil.com/noticias/musica/twenty-one-pilots-sorprendio-al-lanzar-oficialmente-su-sencillo-drag-path-tras-varias-filtraciones-en-redes.phtml,https://fotos.perfil.com/2026/02/18/trim/1140/641/twenty-one-pilots-2188347.jpg,Johanna Chiesa,2026-02-18T23:40:46Z
newsapi,"En un día caliente para el Gobierno, Milei llega a Washington para la reunión del Consejo de la Paz que convocó Trump","El Presidente participará el jueves de la sesión inaugural de la entidad, en la que se tratará la reconstrucción de Gaza; en el viaje exprés lo acompañan Karina Milei y el canciller Quirno","WASHINGTON.- Javier Milei llega esta noche a Washington en un viaje exprés para participar el jueves de la sesión inaugural del Consejo de la Paz convocada por su principal aliado internacional, el p… [+6513 chars]",https://www.lanacion.com.ar/politica/en-un-dia-caliente-para-el-gobierno-milei-llega-a-washington-para-la-reunion-del-consejo-de-la-paz-nid18022026/,https://resizer.glanacion.com/resizer/v2/los-presidentes-donald-trump-y-javier-milei-en-el-W5FWCFLROREU5I6TJQ5QWQC6VE.jpg?auth=cb6a488f4075a9cfced1ad9fa3a63211aca15b9f40453ce1ef63bceb5c636a9c&width=1200&quality=70&smart=false&height=800,Guillermo Idiart,2026-02-18T23:30:37Z
