source,title,description,content,url,image,author,published_at
newsapi,"¿Quién fue 'El Mencho'? Los delitos que se le atribuyen, entre ellos el crimen de Carlos Manzo","Varios delitos ocurridos a mediados de 2025 y este 2026 están vinculados con Nemesio Oseguera Cervantes, alias 'El Mencho'","Ciudad de México. - Como te hemos mantenido informado en TRIBUNA, este domingo 22 de febrero de 2026 perdió la vida El Mencho, cuyo nombre real era Nemesio Oseguera Cervantes; sin embargo, a pesar de… [+2939 chars]",https://www.tribuna.com.mx/seguridad/2026/2/22/quien-fue-el-mencho-los-delitos-que-se-le-atribuyen-entre-ellos-el-crimen-de-carlos-manzo-430254.html,https://www.tribuna.com.mx/u/fotografias/m/2026/2/22/f1280x720-493512_625187_5050.png,Redacción Tribuna,2026-02-22T12:00:00Z
newsapi,Gobierno va por regularización de viviendas abandonadas; 53 mil inmuebles afectan a Sonora,"Más de 933 mil viviendas en México están abandonadas, vandalizadas o en disputa; en el caso de Sonora, existen 53 mil inmuebles en estas condiciones","Ciudad de México.- En México existen al menos 933 mil casas abandonadas, en juicio, vandalizadas y algunas invadidas, de acuerdo con el Censo de la Vivienda que realizó el Gobierno Federal durante 20… [+6144 chars]",https://www.tribuna.com.mx/sonora/2026/2/22/gobierno-va-por-regularizacion-de-viviendas-abandonadas-53-mil-inmuebles-afectan-sonora-430205.html,https://www.tribuna.com.mx/u/fotografias/m/2026/2/21/f1280x720-493444_625119_5050.jpg,Abigahil Castro,2026-02-22T12:00:00Z
newsapi,¿Quiénes son los miembros clave de SomosMX? Nuevo partido político rumbo a las Elecciones 2027,"Descubre quiénes forman parte de SomosMX, el nuevo partido político que buscará competir en las elecciones de 2027 y desafiar la mayoría de Morena en la Cámara de Diputados","Ciudad de México.- La organización SomosMX dio un paso clave rumbo a las Elecciones 2027. Este sábado 21 de febrero de 2026 realizó su Asamblea Nacional Constitutiva y formalizó su dirigencia, estruc… [+3532 chars]",https://www.tribuna.com.mx/politica/2026/2/22/quienes-son-los-miembros-clave-de-somosmx-nuevo-partido-politico-rumbo-las-elecciones-2027-430226.html,https://www.tribuna.com.mx/u/fotografias/m/2026/2/22/f1280x720-493471_625146_5050.jpeg,Frida Tochimani,2026-02-22T12:00:00Z
newsapi,Barcelona golea al Levante y recupera la primera posición de LaLiga en la jornada 25,Los dirigidos por Hansi Flick dominaron a placer al Levante para llevarse el triunfo y recuperar la cima de la clasificación en LaLiga,"Ciudad de México.- Apenas duró una semana en el segundo puesto, pues el Barcelona recuperó la cima de la clasificación con el triunfo en la jornada 25 de LaLiga. Los dirigidos por Hansi Flick tuviero… [+1959 chars]",https://www.tribuna.com.mx/deportes/2026/2/22/barcelona-golea-al-levante-recupera-la-primera-posicion-de-laliga-en-la-jornada-25-430241.html,https://www.tribuna.com.mx/u/fotografias/m/2026/2/22/f1280x720-493499_625174_5050.jpg,Jorge Mendivil,2026-02-22T12:00:00Z
newsapi,Golpe al crimen en Chiapas: Harfuch confirma la captura de 15 generadores de VIOLENCIA,"Un operativo en Tapachula, Chiapas, dejó 15 detenidos, 15 armas largas aseguradas y varios vehículos vinculados a presuntos delitos; esto reportó García Harfuch","Ciudad de México.- Autoridades federales confirmaron un nuevo golpe al crimen organizado en el sur de México. Un reciente operativo interinstitucional realizado en el municipio de Tapachula, estado d… [+2517 chars]",https://www.tribuna.com.mx/seguridad/2026/2/22/golpe-al-crimen-en-chiapas-harfuch-confirma-la-captura-de-15-generadores-de-violencia-430224.html,https://www.tribuna.com.mx/u/fotografias/m/2026/2/22/f1280x720-493476_625151_5050.jpeg,Redacción Tribuna,2026-02-22T12:00:00Z
newsapi,Se acaba el encanto: Cruz Azul triunfa y finaliza el invicto del Guadalajara en el Clausura 2025,"El cuadro cementero salió victorioso en la jornada 7 del Clausura 2026, poniendo fin a la racha invicta de Chivas del Guadalajara","Ciudad de México.- Luego de seis compromisos, se acabó la perfección, pues las Chivas del Guadalajara perdieron su primer partido del Clausura 2026 ante el Cruz Azul. Con dianas del 'Toro' Fernández … [+1986 chars]",https://www.tribuna.com.mx/deportes/2026/2/22/se-acaba-el-encanto-cruz-azul-triunfa-finaliza-el-invicto-del-guadalajara-en-el-clausura-2025-430232.html,https://www.tribuna.com.mx/u/fotografias/m/2026/2/22/f1280x720-493481_625156_4313.jpg,Jorge Mendivil,2026-02-22T12:00:00Z
newsapi,"¿Murió 'El Mencho'? Reportan que Nemesio Oseguera Cervantes fue abatido en Tapalpa, Jalisco","Se reporta que Nemesio Oseguera Cervantes, 'El Mencho', fue abatido en el operativo de fuerzas federales en Tapalpa, Jalisco","Tapalpa, Jalisco.- Se reporta que Nemesio Oseguera Cervantes, 'El Mencho', fue abatido en el operativo de fuerzas federales en Tapalpa, Jalisco, la información aún no es confirmada por las autoridade… [+575 chars]",https://www.tribuna.com.mx/seguridad/2026/2/22/murio-el-mencho-reportan-que-nemesio-oseguera-cervantes-fue-abatido-en-tapalpa-jalisco-430238.html,https://www.tribuna.com.mx/u/fotografias/m/2025/9/17/f1280x720-469373_601048_5050.png,Redacción Tribuna,2026-02-22T12:00:00Z
newsapi,¿Qué pasó en la Liga Premier? Esto se sabe sobre la riña entre Veracruz y Celaya que dejó un muerto,Una pelea entre aficionados de Racing Veracruz y Celaya dejó un muerto tras el partido de Liga Premier en Boca del Río; autoridades investigan,"Celaya, Guanajuato.- La noche de este sábado 21 de febrero de 2026, elementos de diferentes órdenes del Gobierno de Veracruz desplegaron un operativo en las inmediaciones del Estadio Hugo Sánchez, en… [+2379 chars]",https://www.tribuna.com.mx/deportes/2026/2/22/que-paso-en-la-liga-premier-esto-se-sabe-sobre-la-rina-entre-veracruz-celaya-que-dejo-un-muerto-430223.html,https://www.tribuna.com.mx/u/fotografias/m/2026/2/22/f1280x720-493469_625144_5050.jpeg,Redacción Tribuna,2026-02-22T12:00:00Z
newsapi,Confirman participación de EU en operativo contra 'El Mencho'; apoyan con inteligencia a México,"La secretaria de prensa de la Casa Blanca, Karoline Leavitt, señala que Estados Unidos aportó inteligencia a México para capturar a 'El Mencho'","Estados Unidos.- Tras la confirmación de la muerte de Nemesio Oseguera Cervantes, 'El Mencho', líder del Cártel Jalisco Nueva Generación (CJNG), Karoline Leavitt, secretaria de prensa de la Casa Blan… [+1942 chars]",https://www.tribuna.com.mx/mundo/2026/2/22/confirman-participacion-de-eu-en-operativo-contra-el-mencho-apoyan-con-inteligencia-mexico-430277.html,https://www.tribuna.com.mx/u/fotografias/m/2026/2/22/f1280x720-493555_625230_5050.png,Alejandra Avalos,2026-02-22T12:00:00Z
newsapi,"SUSPENDEN el Sorteo Zodiaco No.1735 de la Lotería Nacional de HOY, domingo 22 de febrero por violencia en México",TRIBUNA te informa que el Sorteo Zodiaco Especial No. 1735 de la Lotería Nacional de hoy domingo 22 de febrero fue suspendido,Ciudad de México.- La noche de este domingo 22 de febrero de 2026 se iba a realizar el sorteo de Lotería Nacional gracias al Sorteo Zodiaco Especial. Si compraste boleto y estás interesado en saber s… [+2773 chars],https://www.tribuna.com.mx/mexico/2026/2/22/suspenden-el-sorteo-zodiaco-no1735-de-la-loteria-nacional-de-hoy-domingo-22-de-febrero-por-violencia-en-mexico-430273.html,https://www.tribuna.com.mx/u/fotografias/m/2026/2/22/f1280x720-493545_625220_5050.png,Alejandra Avalos,2026-02-22T12:00:00Z
